iucn2020_binomial,input_name
Rhinolophus deckenii,Rhinolophus deckenii
Rhinolophus denti,Rhinolophus denti
Rhinolophus eloquens,Rhinolophus eloquens
Rhinolophus euryale,Rhinolophus euryale
Rhinolophus euryotis,Rhinolophus euryotis
Rhinolophus ferrumequinum,Rhinolophus ferrumequinum
Rhinolophus formosae,Rhinolophus formosae
Rhinolophus fumigatus,Rhinolophus fumigatus
Rhinolophus guineensis,Rhinolophus guineensis
Rhinolophus hildebrandtii,Rhinolophus hildebrandti
Rhinolophus hildebrandtii,Rhinolophus hildebrandtii
Rhinolophus hilli,Rhinolophus hilli
Rhinolophus hillorum,Rhinolophus hillorum
Rhinolophus hipposideros,Rhinolophus hipposideros
Rhinolophus huananus,Rhinolophus philippinensis
Rhinolophus indorouxii,Rhinolophus indorouxii
Rhinolophus indorouxii,Rhinolophus rouxii
Rhinolophus inops,Rhinolophus inops
Rhinolophus kahuzi,Rhinolophus maclaudi
Rhinolophus keyensis,Rhinolophus keyensis
Rhinolophus landeri,Rhinolophus landeri
Rhinolophus lepidus,Rhinolophus lepidus
Rhinolophus luctus,Rhinolophus luctus
Rhinolophus mabuensis,Rhinolophus hildebrandti
Rhinolophus mabuensis,Rhinolophus hildebrandtii
Rhinolophus mabuensis,Rhinolophus mabuensis
Rhinolophus maclaudi,Rhinolophus maclaudi
Rhinolophus macrotis,Rhinolophus macrotis
Rhinolophus madurensis,Rhinolophus madurensis
Rhinolophus maendeleo,Rhinolophus maendeleo
Rhinolophus malayanus,Rhinolophus malayanus
Rhinolophus marshalli,Rhinolophus marshalli
Rhinolophus mcintyrei,Rhinolophus arcuatus
Rhinolophus mcintyrei,Rhinolophus mcintyrei
Rhinolophus megaphyllus,Rhinolophus megaphyllus
Rhinolophus mehelyi,Rhinolophus mehelyi
Rhinolophus microglobosus,Rhinolophus microglobosus
Rhinolophus microglobosus,Rhinolophus stheno
Rhinolophus mitratus,Rhinolophus mitratus
Rhinolophus montanus,Rhinolophus montanus
Rhinolophus mossambicus,Rhinolophus hildebrandti
Rhinolophus mossambicus,Rhinolophus hildebrandtii
Rhinolophus mossambicus,Rhinolophus mossambicus
Rhinolophus nereis,Rhinolophus nereis
Rhinolophus osgoodi,Rhinolophus osgoodi
Rhinolophus paradoxolophus,Rhinolophus paradoxolophus
Rhinolophus pearsonii,Rhinolophus pearsoni
Rhinolophus pearsonii,Rhinolophus pearsonii
Rhinolophus perditus,Rhinolophus pusillus
Rhinolophus philippinensis,Rhinolophus philippinensis
Rhinolophus proconsulis,Rhinolophus arcuatus
Rhinolophus proconsulis,Rhinolophus proconsulis
Rhinolophus pusillus,Rhinolophus cornutus
Rhinolophus pusillus,Rhinolophus imaizumii
Rhinolophus pusillus,Rhinolophus monoceros
Rhinolophus pusillus,Rhinolophus pusillus
Rhinolophus rex,Rhinolophus rex
Rhinolophus robinsoni,Rhinolophus robinsoni
Rhinolophus rouxii,Rhinolophus rouxii
Rhinolophus rufus,Rhinolophus rufus
Rhinolophus ruwenzorii,Rhinolophus ruwenzorii
Rhinolophus sakejiensis,Rhinolophus sakejiensis
Rhinolophus schnitzleri,Rhinolophus philippinensis
Rhinolophus schnitzleri,Rhinolophus schnitzleri
Rhinolophus sedulus,Rhinolophus sedulus
Rhinolophus shameli,Rhinolophus shameli
Rhinolophus shortridgei,Rhinolophus shortridgei
Rhinolophus siamensis,Rhinolophus siamensis
Rhinolophus silvestris,Rhinolophus silvestris
Rhinolophus simulator,Rhinolophus simulator
Rhinolophus sinicus,Rhinolophus sinicus
Rhinolophus smithersi,Rhinolophus hildebrandti
Rhinolophus smithersi,Rhinolophus hildebrandtii
Rhinolophus smithersi,Rhinolophus smithersi
Rhinolophus stheno,Rhinolophus stheno
Rhinolophus subbadius,Rhinolophus subbadius
Rhinolophus subrufus,Rhinolophus subrufus
Rhinolophus swinnyi,Rhinolophus swinnyi
Rhinolophus tatar,Rhinolophus euryotis
Rhinolophus tatar,Rhinolophus tatar
Rhinolophus thailandensis,Rhinolophus yunanensis
Rhinolophus thomasi,Rhinolophus thomasi
Rhinolophus trifoliatus,Rhinolophus trifoliatus
Rhinolophus virgo,Rhinolophus virgo
Rhinolophus willardi,Rhinolophus maclaudi
Rhinolophus xinanzhongguoensis,Rhinolophus xinanzhongguoensis
Rhinolophus yunanensis,Rhinolophus yunanensis
Rhinolophus ziama,Rhinolophus ziama
Rhinonicteris aurantia,Rhinonicteris aurantia
Rhinophylla alethina,Rhinophylla alethina
Rhinophylla fischerae,Rhinophylla fischerae
Rhinophylla pumilio,Rhinophylla pumilio
Rhinopithecus avunculus,Rhinopithecus avunculus
Rhinopithecus bieti,Rhinopithecus bieti
Rhinopithecus brelichi,Rhinopithecus brelichi
Rhinopithecus roxellana,Rhinopithecus roxellana
Rhinopithecus strykeri,Rhinopithecus strykeri
Rhinopoma cystops,Rhinopoma cystops
Rhinopoma cystops,Rhinopoma hardwickei
Rhinopoma cystops,Rhinopoma hardwickii
Rhinopoma hadramauticum,Rhinopoma hadramauticum
Rhinopoma hadramauticum,Rhinopoma muscatellum
Rhinopoma hardwickii,Rhinopoma hardwickei
Rhinopoma hardwickii,Rhinopoma hardwickii
Rhinopoma macinnesi,Rhinopoma macinnesi
Rhinopoma microphyllum,Rhinopoma microphyllum
Rhinopoma muscatellum,Rhinopoma muscatellum
Rhinosciurus laticaudatus,Rhinosciurus laticaudatus
Rhipidomys albujai,Rhipidomys albujai
Rhipidomys austrinus,Rhipidomys austrinus
Rhipidomys cariri,Rhipidomys cariri
Rhipidomys caucensis,Rhipidomys caucensis
Rhipidomys couesi,Rhipidomys couesi
Rhipidomys emiliae,Rhipidomys emiliae
Rhipidomys fulviventer,Rhipidomys fulviventer
Rhipidomys gardneri,Rhipidomys gardneri
Rhipidomys ipukensis,Rhipidomys ipukensis
Rhipidomys ipukensis,Rhipidomys nitela
Rhipidomys itoan,Rhipidomys itoan
Rhipidomys latimanus,Rhipidomys latimanus
Rhipidomys leucodactylus,Rhipidomys leucodactylus
Rhipidomys macconnelli,Rhipidomys macconnelli
Rhipidomys macrurus,Rhipidomys macrurus
Rhipidomys mastacalis,Rhipidomys mastacalis
Rhipidomys modicus,Rhipidomys modicus
Rhipidomys nitela,Rhipidomys nitela
Rhipidomys ochrogaster,Rhipidomys ochrogaster
Rhipidomys tribei,Rhipidomys tribei
Rhipidomys venezuelae,Rhipidomys venezuelae
Rhipidomys venustus,Rhipidomys venustus
Rhipidomys wetzeli,Rhipidomys wetzeli
Rhizomys pruinosus,Rhizomys pruinosus
Rhizomys sinensis,Rhizomys sinensis
Rhizomys sumatrensis,Rhizomys sumatrensis
Rhogeessa aeneus,Rhogeessa aeneus
Rhogeessa bickhami,Rhogeessa bickhami
Rhogeessa bickhami,Rhogeessa tumida
Rhogeessa genowaysi,Rhogeessa genowaysi
Rhogeessa hussoni,Rhogeessa hussoni
Rhogeessa io,Rhogeessa io
Rhogeessa menchuae,Rhogeessa menchuae
Rhogeessa menchuae,Rhogeessa tumida
Rhogeessa minutilla,Rhogeessa minutilla
Rhogeessa mira,Rhogeessa mira
Rhogeessa parvula,Rhogeessa parvula
Rhogeessa tumida,Rhogeessa tumida
Rhogeessa velilla,Rhogeessa io
Rhogeessa velilla,Rhogeessa velilla
Rhombomys opimus,Rhombomys opimus
Rhynchocyon chrysopygus,Rhynchocyon chrysopygus
Rhynchocyon cirnei,Rhynchocyon cirnei
Rhynchocyon petersi,Rhynchocyon petersi
Rhynchocyon udzungwensis,Rhynchocyon udzungwensis
Rhynchogale melleri,Rhynchogale melleri
Rhyncholestes raphanurus,Rhyncholestes raphanurus
Rhynchomeles prattorum,Rhynchomeles prattorum
Rhynchomys banahao,Rhynchomys banahao
Rhynchomys isarogensis,Rhynchomys isarogensis
Rhynchomys soricoides,Rhynchomys soricoides
Rhynchomys tapulao,Rhynchomys tapulao
Rhynchonycteris naso,Rhynchonycteris naso
Rhyneptesicus nasutus,Eptesicus nasutus
Romerolagus diazi,Romerolagus diazi
Rousettus aegyptiacus,Rousettus aegyptiacus
Rousettus amplexicaudatus,Rousettus amplexicaudatus
Rousettus celebensis,Rousettus celebensis
Rousettus lanosus,Rousettus lanosus
Rousettus leschenaultii,Rousettus leschenaultii
Rousettus linduensis,Rousettus linduensis
Rousettus madagascariensis,Rousettus madagascariensis
Rousettus obliviosus,Rousettus obliviosus
Rousettus spinalatus,Rousettus spinalatus
Rubrisciurus rubriventer,Rubrisciurus rubriventer
Rucervus duvaucelii,Rucervus duvaucelii
Rucervus eldii,Rucervus eldi
Rucervus eldii,Rucervus eldii
Rucervus schomburgki,Rucervus schomburgki
Rungwecebus kipunji,Rungwecebus kipunji
Rupicapra pyrenaica,Rupicapra pyrenaica
Rupicapra rupicapra,Rupicapra rupicapra
Rusa alfredi,Rusa alfredi
Rusa marianna,Rusa marianna
Rusa timorensis,Rusa timorensis
Rusa unicolor,Rusa unicolor
Ruwenzorisorex suncoides,Ruwenzorisorex suncoides
Saccolaimus flaviventris,Saccolaimus flaviventris
Saccolaimus mixtus,Saccolaimus mixtus
Saccolaimus peli,Saccolaimus peli
Saccolaimus saccolaimus,Saccolaimus saccolaimus
Saccopteryx antioquensis,Saccopteryx antioquensis
Saccopteryx bilineata,Saccopteryx bilineata
Saccopteryx canescens,Saccopteryx canescens
Saccopteryx gymnura,Saccopteryx gymnura
Saccopteryx leptura,Saccopteryx leptura
Saccostomus campestris,Saccostomus campestris
Saccostomus mearnsi,Saccostomus mearnsi
Saguinus bicolor,Saguinus bicolor
Saguinus geoffroyi,Saguinus geoffroyi
Saguinus imperator,Saguinus imperator
Saguinus inustus,Saguinus inustus
Saguinus labiatus,Saguinus labiatus
Saguinus leucopus,Saguinus leucopus
Saguinus martinsi,Saguinus martinsi
Saguinus midas,Saguinus midas
Saguinus mystax,Saguinus mystax
Saguinus mystax,Saguinus pileatus
Saguinus niger,Saguinus niger
Saguinus oedipus,Saguinus oedipus
Saguinus ursulus,Saguinus niger
Saiga tatarica,Saiga tatarica
Saimiri boliviensis,Saimiri boliviensis
Saimiri cassiquiarensis,Saimiri cassiquiarensis
Saimiri cassiquiarensis,Saimiri sciureus
Saimiri collinsi,Saimiri sciureus
Saimiri oerstedii,Saimiri oerstedii
Saimiri sciureus,Saimiri sciureus
Saimiri ustus,Saimiri ustus
Saimiri vanzolinii,Saimiri vanzolinii
Salanoia concolor,Salanoia concolor
Salinomys delicatus,Salinomys delicatus
Salpingotulus michaelis,Salpingotulus michaelis
Salpingotulus michaelis,Salpingotus thomasi
Salpingotus crassicauda,Salpingotus crassicauda
Salpingotus heptneri,Salpingotus heptneri
Salpingotus kozlovi,Salpingotus kozlovi
Salpingotus pallidus,Salpingotus pallidus
Santamartamys rufodorsalis,Diplomys rufodorsalis
Santamartamys rufodorsalis,Santamartamys rufodorsalis
Sapajus apella,Cebus apella
Sapajus apella,Cebus macrocephalus
Sapajus apella,Sapajus apella
Sapajus apella,Sapajus macrocephalus
Sapajus cay,Cebus cay
Sapajus cay,Cebus libidinosus
Sapajus cay,Sapajus cay
Sapajus flavius,Cebus flavius
Sapajus flavius,Sapajus flavius
Sapajus libidinosus,Cebus libidinosus
Sapajus libidinosus,Sapajus libidinosus
Sapajus nigritus,Cebus nigritus
Sapajus nigritus,Sapajus nigritus
Sapajus robustus,Cebus nigritus
Sapajus robustus,Cebus robustus
Sapajus robustus,Sapajus robustus
Sapajus xanthosternos,Cebus xanthosternos
Sapajus xanthosternos,Sapajus xanthosternos
Sarcophilus harrisii,Sarcophilus harrisii
Sauromys petrophilus,Sauromys petrophilus
Saxatilomys paulinae,Saxatilomys paulinae
Scalopus aquaticus,Scalopus aquaticus
Scapanulus oweni,Scapanulus oweni
Scapanus latimanus,Scapanus latimanus
Scapanus orarius,Scapanus orarius
Scapanus townsendii,Scapanus townsendii
Scapteromys aquaticus,Scapteromys aquaticus
Scapteromys tumidus,Scapteromys tumidus
Scaptochirus moschatus,Scaptochirus moschatus
Scaptonyx fusicaudus,Scaptonyx fusicaudus
Sciurillus pusillus,Sciurillus pusillus
Sciurocheirus alleni,Galago alleni
Sciurocheirus alleni,Galago cameronensis
Sciurocheirus alleni,Sciurocheirus alleni
Sciurocheirus gabonensis,Galago gabonensis
Sciurocheirus gabonensis,Sciurocheirus gabonensis
Sciurocheirus makandensis,Not recognised
Sciurotamias davidianus,Sciurotamias davidianus
Sciurotamias forresti,Sciurotamias forresti
Sciurus aberti,Sciurus aberti
Sciurus aestuans,Sciurus aestuans
Sciurus alleni,Sciurus alleni
Sciurus anomalus,Sciurus anomalus
Sciurus arizonensis,Sciurus arizonensis
Sciurus aureogaster,Sciurus aureogaster
Sciurus carolinensis,Sciurus carolinensis
Sciurus colliaei,Sciurus colliaei
Sciurus deppei,Sciurus deppei
Sciurus flammifer,Sciurus flammifer
Sciurus gilvigularis,Sciurus gilvigularis
Sciurus granatensis,Sciurus granatensis
Sciurus griseus,Sciurus griseus
Sciurus ignitus,Sciurus ignitus
Sciurus igniventris,Sciurus igniventris
Sciurus lis,Sciurus lis
Sciurus nayaritensis,Sciurus nayaritensis
Sciurus niger,Sciurus niger
Sciurus oculatus,Sciurus oculatus
Sciurus pucheranii,Sciurus pucheranii
Sciurus pyrrhinus,Sciurus pyrrhinus
Sciurus richmondi,Sciurus richmondi
Sciurus sanborni,Sciurus sanborni
Sciurus spadiceus,Sciurus spadiceus
Sciurus stramineus,Sciurus stramineus
Sciurus variegatoides,Sciurus variegatoides
Sciurus vulgaris,Sciurus vulgaris
Sciurus yucatanensis,Sciurus yucatanensis
Scleronycteris ega,Scleronycteris ega
Scolomys melanops,Scolomys melanops
Scolomys ucayalensis,Scolomys ucayalensis
Scoteanax rueppellii,Scoteanax rueppellii
Scotinomys teguina,Scotinomys teguina
Scotinomys xerampelinus,Scotinomys xerampelinus
Scotoecus albofuscus,Scotoecus albofuscus
Scotoecus hirundo,Scotoecus albigula
Scotoecus hirundo,Scotoecus hindei
Scotoecus hirundo,Scotoecus hirundo
Scotoecus pallidus,Scotoecus pallidus
Scotomanes ornatus,Scotomanes ornatus
Scotonycteris bergmansi,Scotonycteris zenkeri
Scotonycteris occidentalis,Scotonycteris zenkeri
Scotonycteris ophiodon,Scotonycteris ophiodon
Scotonycteris zenkeri,Scotonycteris zenkeri
Scotophilus andrewreborii,Scotophilus andrewreborii
Scotophilus borbonicus,Scotophilus borbonicus
Scotophilus celebensis,Scotophilus celebensis
Scotophilus collinus,Scotophilus collinus
Scotophilus dinganii,Scotophilus dinganii
Scotophilus ejetai,Scotophilus ejetai
Scotophilus heathii,Scotophilus heathi
Scotophilus heathii,Scotophilus heathii
Scotophilus kuhlii,Scotophilus kuhlii
Scotophilus leucogaster,Scotophilus leucogaster
Scotophilus livingstonii,Scotophilus livingstonii
Scotophilus marovaza,Scotophilus marovaza
Scotophilus nigrita,Scotophilus nigrita
Scotophilus nucella,Scotophilus nucella
Scotophilus nux,Scotophilus nux
Scotophilus robustus,Scotophilus robustus
Scotophilus tandrefana,Scotophilus tandrefana
Scotophilus trujilloi,Scotophilus trujilloi
Scotophilus viridis,Scotophilus viridis
Scotorepens balstoni,Scotorepens balstoni
Scotorepens greyii,Scotorepens greyii
Scotorepens orion,Scotorepens orion
Scotorepens sanborni,Nycticeius sanborni
Scotorepens sanborni,Scotorepens sanborni
Scotozous dormeri,Pipistrellus dormeri
Scotozous dormeri,Scotozous dormeri
Scutisorex somereni,Scutisorex somereni
Scutisorex thori,Scutisorex thori
Sekeetamys calurus,Sekeetamys calurus
Selevinia betpakdalaensis,Selevinia betpakdalaensis
Semnopithecus ajax,Semnopithecus ajax
Semnopithecus dussumieri,Semnopithecus dussumieri
Semnopithecus entellus,Semnopithecus entellus
Semnopithecus hector,Semnopithecus hector
Semnopithecus hypoleucos,Semnopithecus hypoleucos
Semnopithecus priam,Semnopithecus priam
Semnopithecus schistaceus,Semnopithecus schistaceus
Setifer setosus,Setifer setosus
Setonix brachyurus,Setonix brachyurus
Sicista armenica,Sicista armenica
Sicista betulina,Sicista betulina
Sicista caucasica,Sicista caucasica
Sicista caudata,Sicista caudata
Sicista concolor,Sicista concolor
Sicista kazbegica,Sicista kazbegica
Sicista kluchorica,Sicista kluchorica
Sicista loriger,Sicista loriger
Sicista loriger,Sicista subtilis
Sicista napaea,Sicista napaea
Sicista pseudonapaea,Sicista pseudonapaea
Sicista severtzovi,Sicista severtzovi
Sicista strandi,Sicista strandi
Sicista subtilis,Sicista subtilis
Sicista tianshanica,Sicista tianshanica
Sicista trizona,Sicista subtilis
Sicista trizona,Sicista trizona
Sigmodon alleni,Sigmodon alleni
Sigmodon alleni,Sigmodon planifrons
Sigmodon alstoni,Sigmodon alstoni
Sigmodon arizonae,Sigmodon arizonae
Sigmodon fulviventer,Sigmodon fulviventer
Sigmodon hirsutus,Sigmodon hirsutus
Sigmodon hirsutus,Sigmodon zanjonensis
Sigmodon hispidus,Sigmodon hispidus
Sigmodon inopinatus,Sigmodon inopinatus
Sigmodon leucotis,Sigmodon leucotis
Sigmodon mascotensis,Sigmodon mascotensis
Sigmodon ochrognathus,Sigmodon ochrognathus
Sigmodon peruanus,Sigmodon peruanus
Sigmodon toltecus,Sigmodon toltecus
Sigmodontomys alfari,Sigmodontomys alfari
Simias concolor,Simias concolor
Sminthopsis archeri,Sminthopsis archeri
Sminthopsis bindi,Sminthopsis bindi
Sminthopsis butleri,Sminthopsis butleri
Sminthopsis crassicaudata,Sminthopsis crassicaudata
Sminthopsis dolichura,Sminthopsis dolichura
Sminthopsis douglasi,Sminthopsis douglasi
Sminthopsis fuliginosus,Sminthopsis aitkeni
Sminthopsis fuliginosus,Sminthopsis fuliginosus
Sminthopsis gilberti,Sminthopsis gilberti
Sminthopsis granulipes,Sminthopsis granulipes
Sminthopsis griseoventer,Sminthopsis boullangerensis
Sminthopsis griseoventer,Sminthopsis griseoventer
Sminthopsis hirtipes,Sminthopsis hirtipes
Sminthopsis leucopus,Sminthopsis leucopus
Sminthopsis longicaudata,Sminthopsis longicaudata
Sminthopsis macroura,Sminthopsis macroura
Sminthopsis murina,Sminthopsis murina
Sminthopsis ooldea,Sminthopsis ooldea
Sminthopsis psammophila,Sminthopsis psammophila
Sminthopsis virginiae,Sminthopsis virginiae
Sminthopsis youngsoni,Sminthopsis youngsoni
Smutsia gigantea,Manis gigantea
Smutsia gigantea,Smutsia gigantea
Smutsia temminckii,Manis temminckii
Smutsia temminckii,Smutsia temminckii
Solenodon marcanoi,Solenodon marcanoi
Solenodon paradoxus,Solenodon paradoxus
Solisorex pearsoni,Solisorex pearsoni
Solomys ponceleti,Solomys ponceleti
Solomys salamonis,Solomys salamonis
Solomys salebrosus,Solomys salebrosus
Solomys sapientis,Solomys sapientis
Sommeromys macrorhinos,Sommeromys macrorhinos
Sooretamys angouya,Oryzomys angouya
Sooretamys angouya,Sooretamys angouya
Sorex alaskanus,Sorex alaskanus
Sorex alpinus,Sorex alpinus
Sorex antinorii,Sorex antinorii
Sorex araneus,Sorex araneus
Sorex araneus,Sorex averini
Sorex arcticus,Sorex arcticus
Sorex arizonae,Sorex arizonae
Sorex asper,Sorex asper
Sorex bairdi,Sorex bairdi
Sorex bedfordiae,Sorex bedfordiae
Sorex bendirii,Sorex bendirii
Sorex buchariensis,Sorex buchariensis
Sorex caecutiens,Sorex caecutiens
Sorex camtschatica,Sorex camtschatica
Sorex cansulus,Sorex cansulus
Sorex cinereus,Sorex cinereus
Sorex coronatus,Sorex coronatus
Sorex cylindricauda,Sorex cylindricauda
Sorex daphaenodon,Sorex daphaenodon
Sorex dispar,Sorex dispar
Sorex dispar,Sorex gaspensis
Sorex emarginatus,Sorex emarginatus
Sorex excelsus,Sorex excelsus
Sorex fumeus,Sorex fumeus
Sorex gracillimus,Sorex gracillimus
Sorex granarius,Sorex granarius
Sorex haydeni,Sorex haydeni
Sorex hosonoi,Sorex hosonoi
Sorex hoyi,Sorex hoyi
Sorex isodon,Sorex isodon
Sorex ixtlanensis,Sorex ixtlanensis
Sorex ixtlanensis,Sorex veraepacis
Sorex jacksoni,Sorex jacksoni
Sorex kozlovi,Sorex kozlovi
Sorex leucogaster,Sorex leucogaster
Sorex longirostris,Sorex longirostris
Sorex lyelli,Sorex lyelli
Sorex macrodon,Sorex macrodon
Sorex maritimensis,Sorex maritimensis
Sorex mediopua,Sorex mediopua
Sorex mediopua,Sorex saussurei
Sorex merriami,Sorex merriami
Sorex milleri,Sorex milleri
Sorex minutissimus,Sorex minutissimus
Sorex minutus,Sorex minutus
Sorex mirabilis,Sorex mirabilis
Sorex monticolus,Sorex monticolus
Sorex nanus,Sorex nanus
Sorex neomexicanus,Sorex neomexicanus
Sorex oreopolus,Sorex oreopolus
Sorex orizabae,Sorex orizabae
Sorex ornatus,Sorex ornatus
Sorex pacificus,Sorex pacificus
Sorex palustris,Sorex palustris
Sorex planiceps,Sorex planiceps
Sorex portenkoi,Sorex portenkoi
Sorex preblei,Sorex preblei
Sorex pribilofensis,Sorex pribilofensis
Sorex raddei,Sorex raddei
Sorex roboratus,Sorex roboratus
Sorex rohweri,Sorex cinereus
Sorex rohweri,Sorex rohweri
Sorex samniticus,Sorex samniticus
Sorex satunini,Sorex satunini
Sorex saussurei,Sorex saussurei
Sorex sclateri,Sorex sclateri
Sorex shinto,Sorex shinto
Sorex sinalis,Sorex sinalis
Sorex sonomae,Sorex sonomae
Sorex stizodon,Sorex stizodon
Sorex tenellus,Sorex tenellus
Sorex thibetanus,Sorex thibetanus
